Atendimento de urgência;32;
Não informado;0;

Tipo de consulta
Descrição;Quantidade;
Primeira consulta odontológica programática;2;
Consulta de retorno em odontologia;2;
Consulta de manutenção em odontologia;0;
Não informado;42;

Vigilância em saúde bucal
Descrição;Quantidade;
Abscesso dentoalveolar;11;
Alteração em tecidos moles;3;
Dor de dente;9;
Fendas ou fissuras labiopalatais;0;
Fluorose dentária moderada ou severa;0;
Traumatismo dentoalveolar;0;
Não identificado;27;
Não informado;0;

Procedimentos
Descrição;Quantidade;
Acesso à polpa dentária e medicação (por dente);4;
Adaptação de prótese dentária;0;
Aplicação de cariostático (por dente);0;
Aplicação de selante (por dente);0;
Aplicação tópica de flúor (individual por sessão);0;
Capeamento pulpar;0;
Cimentação de prótese dentária;0;
Curativo de demora com ou sem preparo biomecânico;9;
Drenagem de abscesso;0;
Evidenciação de placa bacteriana;0;
Exodontia de dente decíduo;2;
Exodontia de dente permanente;8;
Instalação de prótese dentária;0;
Moldagem dentogengival para construção de prótese dentária;0;
Orientação de higiene bucal;0;
Profilaxia / Remoção da placa bacteriana;0;
Pulpotomia dentária;0;
Radiografia periapical / interproximal;0;
Raspagem alisamento e polimento supragengivais (por sextante);0;
Raspagem alisamento subgengivais (por sextante);1;
Restauração de dente decíduo;1;
Restauração de dente permanente anterior;1;
Restauração de dente permanente posterior;1;
Retirada de pontos de cirurgias básicas (por paciente);2;
Selamento provisório de cavidade dentária;9;
Tratamento de alveolite;0;
Ulotomia / Ulectomia;0;

Outros procedimentos (SIGTAP)
Descrição;Quantidade;
0301010030 - CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENÇÃO BÁSICA (EXCETO MÉDICO);12;
0301010153 - PRIMEIRA CONSULTA ODONTOLOGICA PROGRAMÁTICA;2;
0301060037 - ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA;32;
0301100039 - AFERICAO DE PRESSAO ARTERIAL;3;
CDS - AFERIÇÃO DE TEMPERATURA;13;

Fornecimento
Descrição;Quantidade;
Escova dental;2;
Creme dental;2;
Fio dental;2;
Não informado;44;

Conduta / Desfecho
Descrição;Quantidade;
Retorno para consulta agendada;6;
Agendamento para outros profissionais AB;0;
Agendamento para NASF;0;
Agendamento para grupos;0;
Alta do episódio;39;
Tratamento concluído;3;

Encaminhamento
Descrição;Quantidade;
Atendimento a pacientes com necessidades especiais;0;
Cirurgia BMF;0;
Endodontia;0;
Estomatologia;0;
Implantodontia;0;
Odontopediatria;0;
Ortodontia / Ortopedia;0;
Periodontia;0;
Prótese dentária;0;
Radiologia;3;
Outros;0;
Não informado;43;

Problemas / Condições avaliadas - CIAP2
Descrição;Quantidade;
D19 - SINAIS/SINTOMAS DOS DENTES/GENGIVAS;10;
D82 - DOENÇA DOS DENTES/GENGIVAS;28;

Problemas / Condições avaliadas - CID10
Descrição;Quantidade;
K00 - DISTÚRBIOS DO DESENVOLVIMENTO E DA ERUPÇÃO DOS DENTES;1;
K006 - DISTÚRBIOS DA ERUPÇÃO DENTÁRIA;2;
K02 - CÁRIE DENTÁRIA;7;
K040 - PULPITE;2;
K046 - ABSCESSO PERIAPICAL COM FÍSTULA;1;
K047 - ABSCESSO PERIAPICAL SEM FÍSTULA;12;
K05 - GENGIVITE E DOENÇAS PERIODONTAIS;2;
K056 - DOENÇA PERIODONTAL, SEM OUTRA ESPECIFICAÇÃO;2;
S025 - FRATURA DE DENTES;4;
Z028 - OUTROS EXAMES PARA PROPÓSITOS ADMINISTRATIVOS;8;
