N01 - CEFALÉIA;1;
R80 - GRIPE;1;
S01 - DOR/SENSIBILIDADE DOLOROSA DA PELE;1;
S71 - HERPES SIMPLES;2;

Problemas / Condições avaliadas - CID10
Descrição;Quantidade;
A09 - DIARRÉIA E GASTROENTERITE DE ORIGEM INFECCIOSA PRESUMÍVEL;2;
B00 - INFECÇÕES PELO VÍRUS DO HERPES [HERPES SIMPLES];1;
B002 - GENGIVOESTOMATITE E FARINGOAMIGDALITE DEVIDA AO VÍRUS DO HERPES;1;
J118 - INFLUENZA [GRIPE] COM OUTRAS MANIFESTAÇÕES, DEVIDA A VÍRUS NÃO IDENTIFICADO;1;
K00 - DISTÚRBIOS DO DESENVOLVIMENTO E DA ERUPÇÃO DOS DENTES;1;
K01 - DENTES INCLUSOS E IMPACTADOS;3;
K02 - CÁRIE DENTÁRIA;33;
K040 - PULPITE;1;
K041 - NECROSE DA POLPA;1;
K046 - ABSCESSO PERIAPICAL COM FÍSTULA;4;
K047 - ABSCESSO PERIAPICAL SEM FÍSTULA;14;
K05 - GENGIVITE E DOENÇAS PERIODONTAIS;4;
K056 - DOENÇA PERIODONTAL, SEM OUTRA ESPECIFICAÇÃO;8;
K074 - MALOCLUSÃO, NÃO ESPECIFICADA;1;
K076 - TRANSTORNOS DA ARTICULAÇÃO TEMPOROMANDIBULAR;1;
K083 - RAIZ DENTÁRIA RETIDA;8;
K089 - TRANSTORNO DOS DENTES E DE SUAS ESTRUTURAS DE SUSTENTAÇÃO, SEM OUTRA ESPECIFICAÇÃO;1;
K12 - ESTOMATITE E LESÕES CORRELATAS;1;
L989 - AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO, NÃO ESPECIFICADOS;1;
